customer_id,legacy_code,customer_name,owner_name,role,channel,parent_customer_id,state,state_clean,district,city,pincode,route_type,sales_rep_id,territory,gstin,mobile,onboarded_date,credit_limit,payment_terms_days,current_status,status_profile_for_eval,data_quality_note
PIDDLR000011,PID-34341,VIJAYA BALA CORPORATION,Karthik Rao,dealer,Distributor,,Karnataka,Karnataka,Tumakuru,Tumakuru,295119,Coastal,SR028,KA-West-6,29DZIW850CHM1Z8,7127515137,2021-04-04,7500000,0,Inactive,growing,manual code from distributor sheet
PIDDLR000012,PID-17385,Modern Deepak Distributors,Prakash Prasad,dealer,Project dealer,,Karnataka,Karnataka,Belagavi,Belagavi,295264,Highway,SR115,KA-East-5,29O3M4SFOVEU1Z9,8765464379,2018-06-03,250000,45,Active,stable,territory changed FY25
PIDDLR000013,null,Shree Senthil Associates,Farida Nair,dealer,PKD,,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,378633,Coastal,SR114,AP-Central-3,37CWR2IUZKCV1Z2,7742135305,2021-03-11,2000000,7,Active,credit_watch,territory changed FY25
PIDDLR000014,PID-98634,Star Suresh Paints,Kavya Shetty,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Madurai,Madurai,338578,Industrial,SR064,TN-East-8,33B9WBKXYI9S1Z4,NA,2018-10-17,500000,0,Active,lost,
PIDDLR000015,PID-43536,Balaji Hari Sales,Geetha Menon,dealer,Project dealer,,KERALA,Kerala,Thiruvananthapuram,Thiruvananthapuram,327726,Agri belt,SR112,KL-South-2,3210MMAWQYMX1Z3,6467998220,2024-07-10,7500000,21,Active,stable,duplicate name in old ERP
PIDDLR000016,PID-92018,Royal Yusuf Agro,Geetha Pillai,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,371098,Delta,SR043,AP-South-4,37YJXL127PA11Z7,7594623457,2020-04-10,3500000,0,Active,declining,GST pending
PIDDLR000017,PID-16858,Murugan Lokesh Agro,Irfan Babu,dealer,Dealer,,Telangana,Telangana,Warangal,Warangal,362731,Delta,SR065,TS-East-3,3607O8HTLWD21Z1,6029617271,2017-05-03,500000,0,Inactive,erratic,
PIDDLR000018,N/A,Prime Prakash Traders,Naveen Varma,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Krishnagiri,Hosur,333846,Coastal,SR028,TN-West-1,33JUVH69YBUC1Z9,7741734950,2022-08-17,500000,7,Active,lost,territory changed FY25
PIDDLR000019,PID-71796,United Farida Associates,Irfan Rao,dealer,Dealer,,KARNATAKA,Karnataka,Ballari,Ballari,291993,Industrial,SR112,KA-Central-6,29FW4TAJZW6B1Z2,8071528543,2019-08-13,500000,15,Active,declining,GST pending
PIDDLR000020,NA,City Bala Fertilisers,Prakash Menon,dealer,PKD,,Telangana,Telangana,Siddipet,Siddipet,366287,Agri belt,SR052,TS-South-7,364A3WO1TX6Z1Z8,9551099435,2017-11-16,3500000,7,Inactive,credit_watch,
PIDDLR000021,PID-77979,Modern Hari Fertilisers,Sanjay Prasad,dealer,PKD,,Karnataka,Karnataka,Davanagere,Davanagere,295260,Tier2,SR134,KA-East-7,292S9WCDXF191Z8,7614092946,2017-10-17,2000000,0,Watch,seasonal,
PIDDLR000022,PID-85925,Royal Senthil Traders,Naveen Menon,dealer,Project dealer,,Karnataka,Karnataka,Ballari,Ballari,292557,Industrial,SR119,KA-West-2,29ADHQS964IQ1Z5,7628672182,2020-12-14,7500000,21,Active,stable,duplicate name in old ERP
PIDDLR000023,PID-56902,Sri Lokesh Distributors,Priya Naidu,dealer,PKD,,Karnataka,Karnataka,Raichur,Raichur,294301,Construction,SR117,KA-North-4,294W56N2EPDX1Z4,8254900295,2024-08-16,7500000,21,New,credit_watch,territory changed FY25
PIDDLR000024,-,United Chandra Chemicals,Prakash Iyer,dealer,Project dealer,,Karnataka,Karnataka,Shivamogga,Shivamogga,294793,Delta,SR035,KA-West-4,29I8EHAY009S1Z8,7934367824,2019-12-29,500000,60,Active,stable,
PIDDLR000025,PID-41059,Ganesh Chandra Services Pvt,Arun Nair,dealer,PKD,,Tamil Nadu,Tamil Nadu,Vellore,Vellore,339764,Industrial,SR122,TN-South-2,338CD1VRD4HX1Z2,7044937310,21-Mar-23,5000000,45,Active,seasonal,phone shared by two outlets
PIDDLR000026,PID-78585,Shree Sanjay Agro Main,Revathi Varma,dealer,Distributor,,TS,Telangana,Suryapet,Suryapet,367162,Hill route,SR045,TS-West-1,3624QBDK20OG1Z6,9097263594,11/17/2024,2000000,7,Active,stable,GST pending
PIDDLR000027,PID-76638,City Prakash Mart,Revathi Rao,dealer,PKD,,TN,Tamil Nadu,Kanchipuram,Kanchipuram,337141,Metro,SR050,TN-West-2,33BEYOFOXKU41Z8,9628828635,2025-08-30,500000,60,Watch,lost,GST pending
PIDDLR000028,PID-35422,Sree Naveen Corporation,Ganesh Nair,dealer,Project dealer,,Karnataka,Karnataka,Dharwad,Hubballi,298850,Metro,SR118,KA-West-6,292HGJW1L6B81Z5,9136537621,2025-03-13,5000000,21,New,stable,phone shared by two outlets
PIDDLR000029,PID-28790,National Senthil Tyres,Farida Iyer,dealer,Dealer,,Kerala,Kerala,Kollam,Kollam,321075,Industrial,SR027,KL-West-2,32IAZDY1LDDB1Z4,9999999999,2020-12-27,750000,7,Inactive,declining,manual code from distributor sheet
PIDDLR000030,PID-35602,Star Sanjay Stores,Kavya Das,dealer,PKD,,Kerala,Kerala,Kozhikode,Kozhikode,323157,Tier2,SR139,KL-South-6,32EUOG41I95B1Z5,8589064777,02/28/2021,7500000,30,Active,declining,territory changed FY25
PIDDLR000031,PID-91100,UNITED KAVYA DISTRIBUTORS,Chandra Babu,dealer,PKD,,Karnataka,Karnataka,Kalaburagi,Kalaburagi,295570,Agri belt,SR087,KA-Central-6,NA,7049277648,2018-03-24,2000000,30,Active,credit_watch,GST pending
PIDDLR000032,PID-42202,Mahalakshmi Naveen Associates,Kavya Acharya,dealer,PKD,,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,373711,Construction,SR129,AP-South-9,37O9KAMOY7WT1Z3,8819757906,2020-06-03,2000000,45,Active,erratic,
PIDDLR000033,PID-64821,Star Bala Tyres,Hari Menon,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,376329,Delta,SR089,AP-Central-5,37J30JG5CP5G1Z4,6941610157,2023-12-17,7500000,45,Active,stable,territory changed FY25
PIDDLR000034,PID-32578,Kaveri Sowmya Tyres,Lakshmi Kumar,dealer,PKD,,Karnataka,Karnataka,Davanagere,Davanagere,291070,Highway,SR038,KA-Central-8,29PO042MYC051Z8,7834606428,2021-08-27,7500000,45,Watch,growing,manual code from distributor sheet
PIDDLR000035,PID-39322,Ganesh Chandra Associates,Anand Joseph,dealer,Project dealer,,Telangana,Telangana,Karimnagar,Karimnagar,363537,Construction,SR018,TS-South-3,Applied,9650174818,2018-09-16,250000,30,Watch,credit_watch,phone shared by two outlets
PIDDLR000036,PID-40200,Prime Sanjay Distributors,Venkatesh Joseph,dealer,Project dealer,,Telangana,Telangana,Siddipet,Siddipet,363176,Hill route,SR008,TS-East-9,36APY5YG8UWJ1Z4,NA,2021-11-17,2000000,30,Active,stable,
PIDDLR000037,null,Prime Ganesh Services,Farida Khan,dealer,Dealer,,Karnataka,Karnataka,Ballari,Ballari,296874,Rural,SR084,KA-North-4,29QIP08DBSBZ1Z9,7367865738,2019-08-10,250000,45,Watch,stable,
PIDDLR000038,PID-36374,Prime Karthik Paints,Kavya Varma,dealer,Project dealer,,Karnataka,Karnataka,Tumakuru,Tumakuru,296108,Delta,SR022,KA-Central-6,29WMTED2YTEZ1Z1,,11/11/2025,7500000,15,Active,stable,phone shared by two outlets
PIDDLR000039,PID-28371,Shree Geetha Distributors Ltd,Lakshmi Prasad,dealer,Project dealer,,A.P.,Andhra Pradesh,Nellore,Nellore,379832,Metro,SR051,AP-West-3,,9607790790,2024-07-21,500000,7,Active,credit_watch,duplicate name in old ERP
PIDDLR000040,PID-28895,Royal Chandra Distributors,Irfan Varma,dealer,PKD,,Telangana,Telangana,Mahbubnagar,Mahbubnagar,369965,Rural,SR009,TS-East-9,36LFWEG42HKW1Z1,7523050527,2023-02-10,5000000,0,Active,stable,GST pending
PIDDLR000041,PID-39712,Vijaya Sanjay Services,Ganesh Kumar,dealer,Dealer,,Karnataka,Karnataka,Mysuru,Mysuru,297979,Coastal,SR101,KA-South-9,29Z4S6HVIMJJ1Z4,8097052222,2023-12-25,250000,21,Active,stable,territory changed FY25
PIDDLR000042,PID-41862,City Venkatesh Distributors,Revathi Acharya,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,376562,Construction,SR127,AP-South-4,37NFVQF7JGFP1Z4,7221564678,07/03/2021,5000000,21,Active,stable,manual code from distributor sheet
PIDDLR000043,PID-82312,Murugan Suresh Chemicals,Rafiq Menon,dealer,PKD,,Karnataka,Karnataka,Davanagere,Davanagere,295252,Tier2,SR061,KA-North-9,297WMI62IEO11Z5,8134466031,2020-09-04,5000000,15,Active,stable,phone shared by two outlets
PIDDLR000044,PID-85723,Lucky Yusuf Distributors,Hari Iyer,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,378197,Coastal,SR143,AP-West-6,37Q6E9BXULB51Z5,7915277985,2024-11-01,750000,21,Active,declining,
PIDDLR000045,PID-24514,Sree Chandra Services Main,Sowmya Kumar,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Salem,Salem,338634,Agri belt,SR129,TN-Central-3,33THTMP9LFVZ1Z8,7022007302,2018-07-06,750000,45,Active,erratic,GST pending
PIDDLR000046,PID-23636,Lucky Sowmya Associates,Manoj Varma,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,377272,Tier2,SR058,AP-Central-6,3791OW5G26EF1Z5,6351886998,2017-11-28,7500000,15,Active,growing,
PIDDLR000047,PID-93838,Metro Lakshmi Distributors,Rafiq Khan,dealer,PKD,,Telangana,Telangana,Adilabad,Adilabad,368024,Construction,SR128,TS-North-6,36QOOVDEUDG81Z5,6365473479,2021-04-19,2000000,21,Active,stable,duplicate name in old ERP
PIDDLR000048,PID-20634,Vijaya Venkatesh Chemicals,Farida Iyer,dealer,Distributor,,Karnataka,Karnataka,Kalaburagi,Kalaburagi,291083,Coastal,SR094,KA-West-3,29Y6CNVGYED81Z1,9994123560,2018-08-07,7500000,0,Watch,stable,duplicate name in old ERP
PIDDLR000049,PID-59066,City Arun Paints,Geetha Acharya,dealer,Project dealer,,Tamil Nadu,Tamil Nadu,Tiruchirappalli,Trichy,339011,Coastal,SR055,TN-North-6,NA,8671618563,2017-01-08,250000,7,Active,credit_watch,phone shared by two outlets
PIDDLR000050,PID-53387,Prime Anand Chemicals,Kavya Joseph,dealer,Project dealer,,Kerala,Kerala,Kozhikode,Kozhikode,328152,Agri belt,SR127,KL-West-8,320NKB4CNJ0E1Z9,9206916288,2025-02-07,750000,15,New,growing,manual code from distributor sheet
PIDDLR000051,PID-38275,Balaji Venkatesh Chemicals,Chandra Pillai,dealer,PKD,,TS,Telangana,Karimnagar,Karimnagar,366635,Coastal,SR107,TS-West-9,36J47RTJIHHF1Z2,7471514439,2018-04-21,7500000,7,Active,growing,
PIDDLR000052,PID-57165,Murugan Kavya Chemicals,Prakash Das,dealer,Dealer,,Karnataka,Karnataka,Udupi,Udupi,297376,Agri belt,SR059,KA-South-7,29BAJW3G0J251Z7,6490427676,2023-01-29,2000000,15,Active,seasonal,
PIDDLR000053,PID-93737,Metro Sowmya Fertilisers,Jagan Pillai,dealer,Project dealer,,Karnataka,Karnataka,Dharwad,Hubballi,298410,Agri belt,SR039,KA-North-8,29TP4MSQPRD91Z7,7302358391,2023-08-04,500000,7,Active,seasonal,GST pending
PIDDLR000054,PID-94596,Sri Deepak Associates,Ganesh Babu,dealer,PKD,,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,376654,Metro,SR110,AP-North-9,379UVXWO5Q4A1Z9,9642639732,02/08/2023,7500000,7,Watch,stable,duplicate name in old ERP
PIDDLR000055,PID-10983,Balaji Anand Distributors,Anand Shetty,dealer,PKD,,Karnataka,Karnataka,Udupi,Udupi,292178,Rural,SR100,KA-West-8,291SQL2Q325H1Z4,8810592289,2018-07-19,500000,7,Active,stable,territory changed FY25
PIDDLR000056,PID-41147,Sree Yusuf Paints,Kavya Nair,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,378109,Tier2,SR070,AP-South-3,37TDDAX9RG6S1Z7,6001186048,2021-01-02,2000000,7,Active,declining,GST pending
PIDDLR000057,NA,Balaji Bala Tyres,Arun Kumar,dealer,Project dealer,,Karnataka,Karnataka,Belagavi,Belagavi,295339,Metro,SR106,KA-South-6,29G7W5BHC1X51Z5,0,2025-02-25,3500000,30,Active,stable,phone shared by two outlets
PIDDLR000058,PID-99751,Ganesh Bala Distributors,Sowmya Babu,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,377143,Metro,SR114,AP-Central-1,URD,9999999999,12/08/2019,250000,0,Active,credit_watch,manual code from distributor sheet
PIDDLR000059,PID-45116,Sree Kavya Hardware,Bala Babu,dealer,PKD,,Telangana,Telangana,Khammam,Khammam,368591,Construction,SR024,TS-North-5,360N80ZO4N9C1Z2,6532892957,2023-03-21,7500000,30,Active,new,GST pending
PIDDLR000060,PID-20521,Royal Hari Mart,Bala Prasad,dealer,PKD,,Karnataka,Karnataka,Ballari,Ballari,295909,Delta,SR069,KA-South-3,29UFQ953O7K31Z4,6704743556,2019-10-04,5000000,30,Active,lost,duplicate name in old ERP
PIDDLR000061,PID-67940,Balaji Ganesh Corporation,Bala Varma,dealer,Project dealer,,Tamil Nadu,Tamil Nadu,Erode,Erode,335311,Agri belt,SR080,TN-South-2,33KLDOURE6K91Z5,9888976434,01/25/2022,3500000,21,Active,stable,
PIDDLR000062,PID-77712,Mahalakshmi Irfan Associates,Lokesh Varma,dealer,Distributor,,Karnataka,Karnataka,Shivamogga,Shivamogga,291483,Construction,SR086,KA-North-1,2904N0E87K941Z3,9329590920,2020-02-10,500000,21,Watch,growing,
PIDDLR000063,PID-49121,Modern Manoj Distributors,Geetha Menon,dealer,Project dealer,,Kerala,Kerala,Thrissur,Thrissur,328231,Construction,SR033,KL-South-5,32LDNCMFT5LQ1Z5,NA,02/10/2023,3500000,60,Active,lost,
PIDDLR000064,PID-10196,Ganesh Senthil Tyres,Naveen Acharya,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,375281,Metro,SR025,AP-East-7,,8531982726,2023-09-21,1200000,30,Active,declining,duplicate name in old ERP
PIDDLR000065,PID-21127,Metro Arun Tyres,Chandra Naidu,dealer,Dealer,,Telangana,Telangana,Warangal,Warangal,366368,Delta,SR093,TS-West-1,36OSLFREK4TK1Z8,6080953590,2019-06-28,1200000,45,Active,erratic,
PIDDLR000066,PID-79088,Mahalakshmi Suresh Corporation,Bala Khan,dealer,Distributor,,Kerala,Kerala,Alappuzha,Alappuzha,null,Highway,SR077,KL-Central-2,Applied,9663689640,2019-08-15,1200000,30,Inactive,seasonal,territory changed FY25
PIDDLR000067,PID-39758,Vijaya Anand Tyres,Lakshmi Nair,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,375555,Rural,SR041,AP-Central-9,37MK76HQ3ZRG1Z7,6544512904,15/01/2025,7500000,21,Inactive,stable,GST pending
PIDDLR000068,PID-82611,Shree Naveen Distributors,Bala Rao,dealer,PKD,,KERALA,Kerala,Palakkad,Palakkad,326274,Highway,SR036,KL-East-9,32T7X635IO8L1Z5,7793233320,2024-08-02,5000000,7,Active,declining,GST pending
PIDDLR000069,PID-62292,Sree Geetha Distributors,Arun Gowda,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,378085,Highway,SR102,AP-Central-7,37BWI3YQJAEF1Z5,9999999999,2025-01-16,3500000,45,New,credit_watch,
PIDDLR000070,PID-83428,Metro Revathi Agro,Naveen Acharya,dealer,PKD,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,378092,Agri belt,SR107,AP-East-5,37WW6G24EY2P1Z8,6333268578,2023-10-04,500000,30,Active,lost,
PIDDLR000071,PID-95100,Kaveri Suresh Enterprises,Revathi Reddy,dealer,Dealer,,Kerala,Kerala,Palakkad,Palakkad,327508,Highway,SR147,KL-South-3,32JBFKZLVVZP1Z3,7759965414,2017-03-30,500000,30,Active,seasonal,duplicate name in old ERP
PIDDLR000072,PID-32733,City Karthik Services,Lokesh Gowda,dealer,Dealer,,Karnataka,Karnataka,Tumakuru,Tumakuru,299536,Tier2,SR142,KA-East-3,29URZCSE4OZP1Z8,9471085011,2020-05-06,500000,7,Active,stable,GST pending
PIDDLR000073,PID-74736,Kaveri Lokesh Distributors,Senthil Rao,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,374368,Metro,SR047,AP-Central-7,37C9AAEUHXYH1Z6,6116939899,2018-07-08,1200000,60,Blocked,stable,
PIDDLR000074,PID-71492,Sree Senthil Paints Main,Prakash Reddy,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Thanjavur,Thanjavur,333599,Hill route,SR136,TN-West-3,33GEVMY66EB51Z3,7378143941,2022-01-10,7500000,60,Active,new,GST pending
PIDDLR000075,PID-25580,Royal Arun Stores,Lokesh Nair,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,375617,Construction,SR087,AP-Central-5,37EJQRQRK6G61Z6,9632420380,2023-06-03,750000,0,Active,growing,GST pending
PIDDLR000076,PID-30950,Modern Naveen Fertilisers,Geetha Rao,dealer,Distributor,,Tamil Nadu,Tamil Nadu,Coimbatore,Coimbatore,338157,Construction,SR056,TN-North-5,33Y0O1OO8BBH1Z8,6406669799,2025-06-24,3500000,45,Watch,declining,territory changed FY25
PIDDLR000077,PID-90884,Star Anand Distributors,Sanjay Nair,dealer,Project dealer,,Karnataka,Karnataka,Tumakuru,Tumakuru,296952,Delta,SR074,KA-North-6,29JOZDE80I8A1Z3,9043746632,2018-03-09,250000,0,New,declining,territory changed FY25
PIDDLR000078,PID-10686,National Hari Distributors,Prakash Shetty,dealer,PKD,,Kerala,Kerala,Kozhikode,Kozhikode,324916,Construction,SR097,KL-Central-4,,9955773994,08/17/2025,500000,21,Active,seasonal,duplicate name in old ERP
PIDDLR000079,PID-99165,Balaji Farida Associates & Co,Lokesh Naidu,dealer,Distributor,,Karnataka,Karnataka,Mysuru,Mysuru,293244,Construction,SR134,KA-East-5,29IWTWJCZ1XV1Z8,8368063873,2021-03-22,500000,60,Active,growing,duplicate name in old ERP
PIDDLR000080,-,CITY SANJAY CHEMICALS,Irfan Iyer,dealer,PKD,,Telangana,Telangana,Suryapet,Suryapet,368595,Delta,SR123,TS-East-6,NA,9407294844,2019-05-11,7500000,60,Active,stable,
PIDDLR000081,PID-79402,Sree Sowmya Distributors,Irfan Acharya,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,376402,Metro,SR018,AP-Central-6,37AJB3DAC9SO1Z5,8822326770,2021-02-10,7500000,0,Active,declining,
PIDDLR000082,PID-94355,STAR NAVEEN DISTRIBUTORS,Deepak Prasad,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,378389,Construction,SR125,AP-South-2,37CLOWR0MFWO1Z4,9818127783,2023-03-09,3500000,7,Active,credit_watch,duplicate name in old ERP
PIDDLR000083,PID-80068,National Senthil Services,Ganesh Joseph,dealer,PKD,,Tamil Nadu,Tamil Nadu,Vellore,Vellore,333808,Agri belt,SR023,TN-East-6,URD,7401579780,2020-04-18,3500000,15,Active,credit_watch,territory changed FY25
PIDDLR000084,PID-39185,Royal Sowmya Paints,Farida Babu,dealer,PKD,,Telangana,Telangana,Nizamabad,Nizamabad,368438,Coastal,SR111,TS-East-6,,7631767254,2022-06-20,250000,7,Watch,stable,duplicate name in old ERP
PIDDLR000085,PID-95242,Kaveri Prakash Distributors,Farida Acharya,dealer,Project dealer,,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,297078,Rural,SR068,KA-West-3,299I5O26HH6B1Z5,8893986045,09/30/2022,2000000,7,New,new,GST pending
PIDDLR000086,PID-49328,Star Rafiq Corporation,Senthil Acharya,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Salem,Salem,339649,Tier2,SR021,TN-South-4,33JZHSWGQ1401Z1,9951597572,2019-05-09,7500000,21,Active,growing,
PIDDLR000087,PID-86465,Vijaya Lakshmi Depot,Meena Iyer,dealer,Dealer,,Kerala,Kerala,Kottayam,Kottayam,323541,Industrial,SR032,KL-South-1,NA,8365063958,2018-02-01,2000000,45,Active,stable,manual code from distributor sheet
PIDDLR000088,PID-54543,Ganesh Meena Distributors,Chandra Menon,dealer,Project dealer,,Kerala,Kerala,Palakkad,Palakkad,322936,Highway,SR030,KL-North-9,32IOKOPC2PBA1Z9,8291379673,2022-04-03,1200000,15,Active,growing,phone shared by two outlets
PIDDLR000089,PID-22207,Sri Bala Fertilisers,Revathi Gowda,dealer,Dealer,,TG,Telangana,Adilabad,Adilabad,364702,Metro,SR071,TS-West-4,36SGME811WTM1Z3,6709690257,2018-10-25,7500000,45,Active,growing,
PIDDLR000090,PID-76865,Ganesh Kavya Agro,Anand Patil,dealer,Distributor,,Kerala,Kerala,Kottayam,Kottayam,321936,Tier2,SR136,KL-South-7,32RLR5ZRMV9M1Z1,8117755132,2024-09-19,500000,15,Active,seasonal,territory changed FY25
PIDDLR000091,PID-20574,Kaveri Jagan Hardware,Arun Rao,dealer,Distributor,,Kerala,Kerala,Palakkad,Palakkad,327524,Construction,SR053,KL-North-8,32LKRP48JW2D1Z6,8415247849,2022-07-24,1200000,0,Active,stable,phone shared by two outlets
PIDDLR000092,N/A,New Yusuf Distributors,Jagan Iyer,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,372747,Tier2,SR050,AP-West-5,37LAUVIPA2PS1Z4,7148328239,2024-09-03,750000,45,Watch,growing,manual code from distributor sheet
PIDDLR000093,PID-29331,Lucky Deepak Paints,Chandra Babu,dealer,PKD,,A.P.,Andhra Pradesh,East Godavari,Rajahmundry,377060,Rural,SR063,AP-Central-3,37E004FNBGHK1Z4,6912622229,2022-02-21,500000,7,New,seasonal,
PIDDLR000094,PID-53719,Metro Arun Traders,Yusuf Prasad,dealer,Dealer,,Telangana,Telangana,Khammam,Khammam,368486,Industrial,SR057,TS-West-2,36C8KFP0WWDV1Z3,NA,2020-06-26,7500000,30,Active,stable,duplicate name in old ERP
PIDDLR000095,PID-38278,City Arun Mart,Hari Iyer,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,378778,Construction,SR051,AP-North-9,37QTEJ5YMK6S1Z5,9925351281,2020-11-22,3500000,21,Watch,stable,GST pending
PIDDLR000096,PID-37253,Sri Naveen Distributors,Ganesh Prasad,dealer,Distributor,,Telangana,Telangana,Suryapet,Suryapet,362866,Agri belt,SR020,TS-West-9,36HGANKNLGFI1Z1,9682734058,2024-08-25,7500000,15,Active,declining,manual code from distributor sheet
PIDDLR000097,PID-23141,Royal Deepak Traders,Arun Naidu,dealer,Project dealer,,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,377471,Tier2,SR119,AP-West-6,37IXUFO9L9XV1Z9,8979469747,06/07/2023,2000000,21,Watch,declining,phone shared by two outlets
PIDDLR000098,PID-24635,MAHALAKSHMI PRIYA FERTILISERS,Prakash Gowda,dealer,Project dealer,,KERALA,Kerala,Kozhikode,Kozhikode,324768,Hill route,SR116,KL-South-5,32Z3AWA0U45I1Z5,6385459049,2025-03-24,250000,21,Watch,growing,duplicate name in old ERP
PIDDLR000099,PID-72111,Royal Venkatesh Agro,Sanjay Das,dealer,Project dealer,,A.P.,Andhra Pradesh,Tirupati,Tirupati,371753,Rural,SR106,AP-North-2,37SDUQCORP7V1Z2,9981171874,2019-09-27,500000,21,Watch,stable,manual code from distributor sheet
PIDDLR000100,PID-64572,Star Geetha Distributors,Geetha Shetty,dealer,Project dealer,,Puducherry,Puducherry,Karaikal,Karaikal,346884,Construction,SR042,PY-Central-3,34DWCJMTG9UZ1Z1,7887529998,05/06/2022,250000,30,Watch,new,phone shared by two outlets
PIDDLR000101,PID-85876,Royal Meena Corporation,Lakshmi Acharya,dealer,Project dealer,,Karnataka,Karnataka,Tumakuru,Tumakuru,292876,Tier2,SR030,KA-East-3,296OZ1RTBVAE1Z3,7845831511,2020-01-10,250000,21,Watch,stable,duplicate name in old ERP
