customer_id,legacy_code,customer_name,owner_name,role,channel,parent_customer_id,state,state_clean,district,city,pincode,route_type,sales_rep_id,territory,gstin,mobile,onboarded_date,credit_limit,payment_terms_days,current_status,status_profile_for_eval,data_quality_note
CEADLR000011,-,Mahalakshmi Sowmya Tyres,Arun Khan,dealer,Fleet dealer,,Karnataka,Karnataka,Kalaburagi,Kalaburagi,294495,Metro,SR085,KA-Central-9,29T8NLRX8G5A1Z2,6721152703,01/01/2025,2000000,21,Active,declining,
CEADLR000012,CEA-32108,Kaveri Deepak Services,Revathi Joseph,dealer,Rural sub dealer,,TS,Telangana,Mahbubnagar,Mahbubnagar,364816,Construction,SR063,TS-East-5,36F0HWUTBSLT1Z6,8853097019,06/07/2017,250000,7,Active,stable,manual code from distributor sheet
CEADLR000013,CEA-93942,National Ganesh Chemicals,Ganesh Das,dealer,CEAT Shoppe,,TS,Telangana,Warangal,Warangal,361535,Agri belt,SR131,TS-East-1,36VUSRQTTBLV1Z9,7914942627,2021-01-24,250000,30,Active,seasonal,GST pending
CEADLR000014,CEA-34486,Murugan Ganesh Tyres,Jagan Varma,dealer,Distributor,,Tamil Nadu,Tamil Nadu,Thanjavur,Thanjavur,335285,Industrial,SR133,TN-South-4,339E9TR9L4IB1Z1,,2019-02-04,500000,30,Active,credit_watch,territory changed FY25
CEADLR000015,CEA-76077,Star Ganesh Stores,Deepak Babu,dealer,Rural sub dealer,,Karnataka,Karnataka,Belagavi,Belagavi,299545,Agri belt,SR050,KA-South-4,29PQHGKNNMZ81Z7,6187624912,2024-07-14,250000,15,Active,credit_watch,duplicate name in old ERP
CEADLR000016,CEA-55839,Murugan Ganesh Fertilisers,Ganesh Rao,dealer,Fleet dealer,,Telangana,Telangana,Suryapet,Suryapet,369508,Tier2,SR020,TS-South-3,,7405258215,2022-12-10,250000,60,Active,new,GST pending
CEADLR000017,CEA-39809,Ganesh Bala Corporation,Suresh Acharya,dealer,Distributor,,Puducherry,Puducherry,Puducherry,Puducherry,345781,Highway,SR029,PY-North-2,3484G0PXIV2B1Z8,7686486433,2023-10-17,500000,7,Active,declining,GST pending
CEADLR000018,CEA-55421,Ganesh Venkatesh Stores,Revathi Das,dealer,Rural sub dealer,,Tamil Nadu,Tamil Nadu,Thanjavur,Thanjavur,335713,Coastal,SR102,TN-East-8,33MLRAQNR5CB1Z4,7841914228,07/12/2017,2000000,60,Active,declining,
CEADLR000019,CEA-12390,Metro Ganesh Tyres,Revathi Acharya,dealer,Fleet dealer,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,,Coastal,SR108,AP-North-8,372CU20SXHRD1Z4,6591253093,2024-02-06,500000,60,Watch,stable,duplicate name in old ERP
CEADLR000020,CEA-76715,Shree Yusuf Tyres,Chandra Joseph,dealer,Rural sub dealer,,KL,Kerala,Kannur,Kannur,325450,Tier2,SR003,KL-North-3,32HCFR0TJR3W1Z5,7366490272,2023-12-31,250000,45,Inactive,new,manual code from distributor sheet
CEADLR000021,CEA-42758,Mahalakshmi Arun Tyres,Chandra Shetty,dealer,CEAT Shoppe,,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,375725,Agri belt,SR106,AP-West-7,373YM5UBTHWO1Z8,8415156504,2022-01-06,7500000,45,Active,stable,territory changed FY25
CEADLR000022,CEA-29336,United Yusuf Tyres,Prakash Reddy,dealer,Distributor,,Kerala,Kerala,Thrissur,Thrissur,321907,Hill route,SR121,KL-East-9,32Z0LVC15RO71Z8,7454581404,2020-05-21,500000,60,Active,credit_watch,manual code from distributor sheet
CEADLR000023,CEA-71361,Star Prakash Tyres,Revathi Patil,dealer,Distributor,,Karnataka,Karnataka,Udupi,Udupi,293867,Construction,SR064,KA-East-9,29RCT5ZGW8MA1Z7,9033885109,2019-06-04,2000000,15,Active,stable,GST pending
CEADLR000024,CEA-98648,New Irfan Tyres,Naveen Menon,dealer,CEAT Shoppe,,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,336775,Delta,SR082,TN-North-5,33B4G20Y1OB41Z1,6440428201,2023-09-29,3500000,30,Active,growing,duplicate name in old ERP
CEADLR000025,CEA-91376,Shri Sanjay Depot,Jagan Reddy,dealer,Dealer,,Telangana,Telangana,Nalgonda,Nalgonda,367288,Delta,SR094,TS-South-2,36AY9AMYY6BT1Z1,6209792893,2023-05-17,1200000,60,Watch,declining,manual code from distributor sheet
CEADLR000026,CEA-14181,Prime Suresh Tyres,Irfan Khan,dealer,CEAT Shoppe,,Telangana,Telangana,Siddipet,Siddipet,369451,Tier2,SR058,TS-East-5,366G44ZE0DPP1Z2,8019493832,11/01/2021,500000,21,Active,declining,phone shared by two outlets
CEADLR000027,null,Ganesh Venkatesh Tyres,Revathi Patil,dealer,Fleet dealer,,Tamil Nadu,Tamil Nadu,Krishnagiri,Hosur,333401,Industrial,SR013,TN-Central-2,33NWETDNCUZM1Z6,9889320097,2022-09-01,7500000,21,Active,new,manual code from distributor sheet
CEADLR000028,CEA-61072,United Arun Tyres,Prakash Nair,dealer,Rural sub dealer,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,377993,Hill route,SR096,AP-East-5,37C4M7JTCVT31Z6,9032576954,05/03/2018,2000000,0,Active,stable,duplicate name in old ERP
CEADLR000029,CEA-44364,Vijaya Rafiq Associates,Meena Kumar,dealer,Fleet dealer,,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,297460,Delta,SR149,KA-West-8,29CXLH5GIWTD1Z4,8837582746,2024-07-11,3500000,60,Active,erratic,duplicate name in old ERP
CEADLR000030,CEA-35157,National Ganesh Tyres,Revathi Patil,dealer,Rural sub dealer,,Kerala,Kerala,Thrissur,Thrissur,324694,Industrial,SR064,KL-West-8,320SH6PZVXNV1Z3,7539282949,2024-12-05,750000,60,Active,seasonal,duplicate name in old ERP
CEADLR000031,CEA-53934,Kaveri Manoj Agencies,Sowmya Joseph,dealer,Distributor,,Karnataka,Karnataka,Dharwad,Hubballi,296009,Highway,SR082,KA-East-7,Applied,8474048219,2019-05-10,7500000,21,Active,stable,manual code from distributor sheet
CEADLR000032,CEA-39130,Sri Senthil Fertilisers,Venkatesh Pillai,dealer,Rural sub dealer,,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,379972,Industrial,SR097,AP-South-3,37CU4HME9IKB1Z6,NA,2021-02-17,1200000,60,Active,declining,
CEADLR000033,CEA-54775,City Naveen Traders,Anand Prasad,dealer,Fleet dealer,,Telangana,Telangana,Nizamabad,Nizamabad,NA,Industrial,SR146,TS-Central-7,364GQPVHK8CZ1Z8,7668663372,2025-06-20,250000,21,Active,erratic,
CEADLR000034,CEA-19142,Vijaya Revathi Tyres,Venkatesh Reddy,dealer,Fleet dealer,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,374941,Tier2,SR084,AP-South-4,37M15LK98S801Z7,6316622009,2024-12-12,500000,21,Active,stable,duplicate name in old ERP
CEADLR000035,CEA-82257,Sri Lakshmi Depot,Senthil Gowda,dealer,Distributor,,TAMILNADU,Tamil Nadu,Chennai,Chennai,338513,Construction,SR044,TN-East-9,33ZFU7PSHEZU1Z9,9926917894,2024-01-04,250000,30,Active,erratic,phone shared by two outlets
CEADLR000036,CEA-62752,Shree Priya Chemicals,Farida Khan,dealer,Fleet dealer,,Telangana,Telangana,Nalgonda,Nalgonda,365417,Tier2,SR110,TS-East-7,36XOME0QLNU31Z9,8771199507,2021-04-28,1200000,21,Active,declining,phone shared by two outlets
CEADLR000037,-,Modern Senthil Paints,Kavya Joseph,dealer,Distributor,,Tamilnadu,Tamil Nadu,Krishnagiri,Hosur,331464,Industrial,SR138,TN-South-9,33ZPTB57FYTR1Z7,8392277672,11/12/2022,2000000,30,Blocked,stable,phone shared by two outlets
CEADLR000038,CEA-67107,Sree Karthik Mart,Lakshmi Babu,dealer,Dealer,,TELANGANA,Telangana,Warangal,Warangal,369764,Industrial,SR057,TS-North-4,363AKH9YLY361Z1,8757567802,2019-12-20,2000000,7,Active,new,
CEADLR000039,CEA-14001,United Deepak Tyres,Prakash Khan,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Vellore,Vellore,333371,Delta,SR120,TN-South-8,334KH7OGIJNB1Z2,8682047829,2022-05-03,7500000,45,Blocked,stable,territory changed FY25
CEADLR000040,CEA-15444,Shree Bala Agro,Prakash Iyer,dealer,CEAT Shoppe,,Kerala,Kerala,Ernakulam,Kochi,322314,Construction,SR075,KL-North-8,32EJ0ZVWCGP71Z9,6908653784,2020-05-09,5000000,30,Active,declining,GST pending
CEADLR000041,CEA-99808,Prime Lokesh Mart,Priya Reddy,dealer,CEAT Shoppe,,Karnataka,Karnataka,Raichur,Raichur,294092,Tier2,SR054,KA-West-9,29LQA8Z9J8551Z8,6655834579,2018-06-16,500000,21,Active,declining,manual code from distributor sheet
CEADLR000042,CEA-38892,SRI Suresh Corporation,Karthik Gowda,dealer,Fleet dealer,,Karnataka,Karnataka,Shivamogga,Shivamogga,299770,Industrial,SR126,KA-West-2,NA,8460999747,2022-09-29,5000000,60,Active,lost,phone shared by two outlets
CEADLR000043,CEA-18264,United Suresh Corporation,Deepak Khan,dealer,Distributor,,Telangana,Telangana,Khammam,Khammam,363609,Construction,SR039,TS-Central-8,36EK0YPZICNW1Z9,8752403766,2019-11-30,5000000,15,Active,erratic,phone shared by two outlets
CEADLR000044,CEA-62163,Mahalakshmi Prakash Agro,Kavya Gowda,dealer,Distributor,,Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,323144,Hill route,SR142,KL-South-1,32OKPD7ZGML01Z6,7141318604,2024-06-07,500000,60,Active,stable,manual code from distributor sheet
CEADLR000045,CEA-72966,Prime Yusuf Chemicals,Yusuf Pillai,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,331898,Agri belt,SR060,TN-West-4,33DFHN9WF1QD1Z6,7011579260,2018-02-24,2000000,7,Active,stable,duplicate name in old ERP
CEADLR000046,CEA-40064,Metro Suresh Fertilisers Ltd,Sowmya Patil,dealer,Rural sub dealer,,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,371042,Rural,SR148,AP-East-1,377WG6JWQW5F1Z4,9253266197,06/10/2018,3500000,30,Active,growing,manual code from distributor sheet
CEADLR000047,CEA-92850,Prime Kavya Chemicals,Suresh Iyer,dealer,CEAT Shoppe,,Kerala,Kerala,Palakkad,Palakkad,326599,Construction,SR115,KL-East-3,32RMB2UTIU881Z2,8612598407,2024-08-20,2000000,30,New,lost,
CEADLR000048,CEA-88333,Sri Hari Tyres,Lokesh Acharya,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,374101,Rural,SR076,AP-West-4,378C7DE8P50W1Z2,7485330789,20-Oct-25,750000,7,Active,seasonal,GST pending
CEADLR000049,CEA-56384,BALAJI YUSUF PAINTS,Anand Varma,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Coimbatore,Coimbatore,331887,Coastal,SR003,TN-South-8,33EZUYLW0K6W1Z2,8464026369,2019-10-31,3500000,7,Active,lost,GST pending
CEADLR000050,CEA-72534,Star Arun Stores,Kavya Rao,dealer,CEAT Shoppe,,Kerala,Kerala,Thrissur,Thrissur,328556,Agri belt,SR015,KL-North-5,32GWO9O7CI0A1Z6,6644028316,12/08/2019,2000000,60,Active,credit_watch,
CEADLR000051,CEA-91228,Mahalakshmi Jagan Agencies,Arun Varma,dealer,Dealer,,Kerala,Kerala,Alappuzha,Alappuzha,328765,Industrial,SR014,KL-South-1,326DO6ZPLONR1Z1,8563064272,2019-10-30,1200000,7,Active,declining,duplicate name in old ERP
CEADLR000052,N/A,City Anand Stores,Farida Varma,dealer,Rural sub dealer,,Tamil Nadu,Tamil Nadu,Krishnagiri,Hosur,339735,Rural,SR102,TN-East-4,33X41ACVXQRE1Z5,9999999999,25-Mar-24,2000000,60,Active,stable,GST pending
CEADLR000053,CEA-88035,Murugan Sanjay Tyres,Farida Das,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,377340,Hill route,SR101,AP-Central-1,37RYR84M6D0J1Z7,0,2023-11-09,5000000,15,Active,growing,manual code from distributor sheet
CEADLR000054,CEA-24275,Metro Lokesh Tyres,Irfan Menon,dealer,Dealer,,Kerala,Kerala,Kottayam,Kottayam,328071,Industrial,SR054,KL-West-4,32GQUL0DIZL21Z5,6471404082,12/03/2022,5000000,45,Active,stable,territory changed FY25
CEADLR000055,CEA-76907,Sree Karthik Tyres,Karthik Nair,dealer,Dealer,,Telangana,Telangana,Warangal,Warangal,366852,Highway,SR026,TS-North-2,36XX1ASVJ6PE1Z8,7023532686,2021-04-22,250000,7,Inactive,new,phone shared by two outlets
CEADLR000056,CEA-98467,Shri Chandra Enterprises,Rafiq Patil,dealer,Distributor,,Telangana,Telangana,Warangal,Warangal,362967,Metro,SR143,TS-North-7,36U3150N4WCY1Z3,6084347486,2019-09-24,500000,15,Active,stable,GST pending
CEADLR000057,NA,Murugan Bala Hardware,Naveen Khan,dealer,CEAT Shoppe,,Kerala,Kerala,Alappuzha,Alappuzha,323180,Hill route,SR099,KL-South-3,32CNKQ7NEXAV1Z7,9152940022,2019-06-10,250000,45,Active,stable,GST pending
CEADLR000058,,Balaji Senthil Services,Hari Acharya,dealer,Distributor,,Karnataka,Karnataka,Shivamogga,Shivamogga,294812,Tier2,SR122,KA-East-2,,9417095709,2023-02-07,500000,7,Active,stable,duplicate name in old ERP
CEADLR000059,CEA-40089,MODERN DEEPAK CORPORATION,Jagan Iyer,dealer,CEAT Shoppe,,Tamil Nadu,Tamil Nadu,Thanjavur,Thanjavur,332463,Highway,SR037,TN-Central-9,33P7U44JB89S1Z3,7797120318,2022-11-09,5000000,15,Blocked,stable,GST pending
CEADLR000060,CEA-81957,Prime Suresh Tyres,Anand Joseph,dealer,Distributor,,Karnataka,Karnataka,Ballari,Ballari,297991,Coastal,SR076,KA-West-6,29PYULM76MLE1Z8,9239493181,2023-03-04,3500000,21,Active,credit_watch,territory changed FY25
CEADLR000061,CEA-46469,Kaveri Farida Tyres,Lakshmi Pillai,dealer,Rural sub dealer,,Karnataka,Karnataka,Udupi,Udupi,296658,Construction,SR130,KA-West-8,29JZL7EQ2YHG1Z2,9206365735,2021-07-14,250000,15,Watch,erratic,duplicate name in old ERP
CEADLR000062,CEA-29253,Metro Deepak Tyres,Ganesh Das,dealer,Rural sub dealer,,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,379512,Hill route,SR070,AP-South-9,37D6M37YHO451Z4,6056686314,21/10/2023,1200000,15,Active,lost,phone shared by two outlets
CEADLR000063,CEA-44935,City Irfan Tyres,Bala Rao,dealer,Dealer,,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,374617,Rural,SR136,AP-North-2,37KWQIGQPW521Z6,9151595679,2022-12-23,500000,21,New,stable,manual code from distributor sheet
CEADLR000064,CEA-99704,Mahalakshmi Venkatesh Tyres,Hari Reddy,dealer,Fleet dealer,,KL,Kerala,Palakkad,Palakkad,328294,Tier2,SR108,KL-East-5,32IZPQTQBQ3D1Z4,7063919334,07/24/2020,2000000,45,Active,stable,duplicate name in old ERP
CEADLR000065,CEA-87071,Metro Sowmya Hardware,Meena Patil,dealer,CEAT Shoppe,,Kerala,Kerala,Kannur,Kannur,322683,Rural,SR124,KL-West-4,32FETRKDX9F71Z8,6820247445,13-Feb-25,1200000,15,Active,growing,territory changed FY25
CEADLR000066,CEA-27660,Balaji Karthik Mart,Sanjay Patil,dealer,Dealer,,ANDHRA,Andhra Pradesh,Tirupati,Tirupati,373816,Construction,SR001,AP-South-4,37AB5KOGZLWM1Z5,6395650475,2025-01-07,7500000,0,Active,stable,
CEADLR000067,CEA-39660,Mahalakshmi Hari Chemicals,Deepak Naidu,dealer,Rural sub dealer,,Tamil Nadu,Tamil Nadu,Kanchipuram,Kanchipuram,334688,Metro,SR036,TN-West-3,33S2YC3QIV5J1Z3,6753386331,15/07/2023,2000000,60,Active,declining,GST pending
CEADLR000068,CEA-69592,Royal Ganesh Tyres,Manoj Iyer,dealer,Fleet dealer,,Telangana,Telangana,Nizamabad,Nizamabad,367121,Construction,SR001,TS-South-9,36LXUZWX04SL1Z5,8479551798,2020-06-06,2000000,7,Active,stable,duplicate name in old ERP
CEADLR000069,CEA-54511,Royal Rafiq Corporation,Meena Babu,dealer,CEAT Shoppe,,Telangana,Telangana,Suryapet,Suryapet,366131,Rural,SR106,TS-North-9,36EKJE9TMCPR1Z3,7179938393,11/12/2023,1200000,15,Active,stable,phone shared by two outlets
CEADLR000070,CEA-96289,Star Deepak Associates,Lokesh Acharya,dealer,Fleet dealer,,Kerala,Kerala,Ernakulam,Kochi,324053,Highway,SR069,KL-West-6,320STJTSOUF11Z1,8139113781,2018-05-30,7500000,45,Active,credit_watch,GST pending
CEADLR000071,CEA-24222,Ganesh Yusuf Tyres,Bala Shetty,dealer,CEAT Shoppe,,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,375673,Coastal,SR092,AP-East-8,37ZUE6E6AKQU1Z9,6857418385,2025-11-02,750000,15,Watch,growing,territory changed FY25
CEADLR000072,NA,Sree Farida Associates,Yusuf Menon,dealer,CEAT Shoppe,,Tamil Nadu,Tamil Nadu,Cuddalore,Cuddalore,337102,Industrial,SR148,TN-North-6,33AQ1G32D4491Z8,9518108747,2021-02-22,3500000,0,Active,seasonal,phone shared by two outlets
CEADLR000073,,Kaveri Hari Tyres Ltd,Hari Das,dealer,Rural sub dealer,,Telangana,Telangana,Suryapet,Suryapet,361081,Coastal,SR004,TS-North-6,NA,9368874247,2023-02-25,500000,0,Active,stable,territory changed FY25
CEADLR000074,CEA-98967,UNITED SENTHIL AGRO,Yusuf Das,dealer,Dealer,,Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,NA,Agri belt,SR043,KL-North-1,32VANNGBE67N1Z4,6806199092,2019-01-27,250000,21,Watch,seasonal,GST pending
CEADLR000075,CEA-35670,Balaji Hari Paints Pvt,Anand Menon,dealer,Rural sub dealer,,Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,325834,Metro,SR033,KL-Central-2,323QYJSWLHOB1Z6,8320842496,2020-07-19,7500000,45,Active,credit_watch,
CEADLR000076,CEA-86041,Sri Arun Traders,Manoj Varma,dealer,Distributor,,KERALA,Kerala,Kannur,Kannur,324943,Tier2,SR149,KL-East-9,322SRKKIR0E11Z6,9999999999,2023-12-24,2000000,60,Watch,growing,
CEADLR000077,CEA-57022,Prime Senthil Tyres Ltd,Chandra Das,dealer,Rural sub dealer,,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,376747,Agri belt,SR071,AP-East-2,37S4MR06D3UJ1Z5,8253425689,2024-08-25,3500000,60,Active,erratic,GST pending
CEADLR000078,CEA-30117,New Yusuf Tyres,Senthil Khan,dealer,Distributor,,Kerala,Kerala,Kannur,Kannur,325315,Highway,SR064,KL-North-1,3227TFUC0PH61Z6,8719009600,2020-12-06,500000,15,Active,stable,territory changed FY25
CEADLR000079,CEA-20940,City Jagan Fertilisers,Anand Naidu,dealer,Fleet dealer,,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,null,Tier2,SR117,TN-West-1,NA,9925968037,2023-05-29,7500000,21,Blocked,stable,territory changed FY25
CEADLR000080,CEA-42729,Vijaya Prakash Tyres,Chandra Pillai,dealer,Distributor,,Karnataka,Karnataka,Kalaburagi,Kalaburagi,296642,Rural,SR053,KA-North-2,29YP174MJVMB1Z9,9720867861,18/07/2019,250000,30,Active,seasonal,manual code from distributor sheet
CEADLR000081,CEA-55310,National Sowmya Tyres,Revathi Varma,dealer,Fleet dealer,,Tamil Nadu,Tamil Nadu,Erode,Erode,336489,Tier2,SR054,TN-West-9,33B4V7FX2CHF1Z6,7145859048,2023-05-10,5000000,21,Active,stable,GST pending
CEADLR000082,CEA-83890,United Sanjay Tyres,Sowmya Patil,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,372699,Delta,SR128,AP-North-5,37NATAK5BMP71Z5,9992487792,2018-12-18,1200000,60,Active,stable,duplicate name in old ERP
CEADLR000083,CEA-79930,Mahalakshmi Revathi Depot,Lakshmi Kumar,dealer,Distributor,,KARNATAKA,Karnataka,Bengaluru Urban,Bengaluru,296170,Delta,SR135,KA-Central-1,NA,6452321599,2023-03-21,3500000,60,Active,stable,duplicate name in old ERP
CEADLR000084,CEA-39579,Prime Deepak Paints,Ganesh Menon,dealer,CEAT Shoppe,,Telangana,Telangana,Warangal,Warangal,364529,Construction,SR140,TS-South-8,36AWJB3UXBX11Z7,6468107170,2018-08-16,1200000,15,Active,stable,manual code from distributor sheet
CEADLR000085,CEA-11634,Star Karthik Enterprises,Kavya Das,dealer,Distributor,,Telangana,Telangana,Hyderabad,Hyderabad,366793,Rural,SR024,TS-West-9,36NYI2I045A01Z6,9462126394,2017-08-07,7500000,7,Active,declining,phone shared by two outlets
CEADLR000086,CEA-19412,Metro Ganesh Chemicals,Priya Iyer,dealer,Distributor,,Telangana,Telangana,Nizamabad,Nizamabad,366668,Agri belt,SR148,TS-North-9,36HXRTBJVY7C1Z1,8110057109,08/09/2020,750000,21,Active,declining,phone shared by two outlets
CEADLR000087,CEA-78514,Kaveri Hari Tyres,Naveen Reddy,dealer,Rural sub dealer,,Tamil Nadu,Tamil Nadu,Chennai,Chennai,337073,Tier2,SR046,TN-Central-7,Applied,7377973330,2019-01-02,500000,0,Blocked,stable,manual code from distributor sheet
CEADLR000088,CEA-24431,Shri Karthik Services,Karthik Rao,dealer,Rural sub dealer,,Karnataka,Karnataka,Mysuru,Mysuru,298069,Rural,SR101,KA-East-5,29094YBZ61H61Z1,6257805868,2017-07-14,2000000,0,Active,lost,territory changed FY25
CEADLR000089,CEA-74751,City Lokesh Services,Venkatesh Menon,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Salem,Salem,333046,Metro,SR095,TN-Central-6,33V58AGCWB0J1Z1,6156118235,2021-01-25,250000,15,Active,credit_watch,phone shared by two outlets
CEADLR000090,CEA-56236,Modern Venkatesh Tyres,Priya Naidu,dealer,Dealer,,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,332082,Highway,SR042,TN-East-8,3361FIZ7CQ801Z8,9300654510,2023-09-23,2000000,21,Active,stable,
CEADLR000091,CEA-94114,Ganesh Sanjay Tyres,Kavya Joseph,dealer,Fleet dealer,,Tamil Nadu,Tamil Nadu,Madurai,Madurai,331987,Metro,SR043,TN-Central-9,33G1VGT7H3F61Z3,7853744361,2023-06-22,7500000,7,Blocked,credit_watch,GST pending
CEADLR000092,CEA-81507,Royal Senthil Tyres,Priya Shetty,dealer,Fleet dealer,,Karnataka,Karnataka,Raichur,Raichur,298070,Highway,SR146,KA-Central-8,292IQN5WWXUJ1Z4,6855731320,2021-11-11,250000,45,Active,seasonal,GST pending
CEADLR000093,CEA-20958,Sri Senthil Tyres,Kavya Reddy,dealer,Fleet dealer,,Karnataka,Karnataka,Belagavi,Belagavi,297757,Rural,SR085,KA-North-7,29D12TRSK5V61Z4,8484358463,2021-05-15,2000000,0,Active,seasonal,GST pending
CEADLR000094,CEA-43849,Metro Naveen Sales,Irfan Pillai,dealer,Fleet dealer,,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,375174,Agri belt,SR124,AP-East-7,379IJTFISWU11Z6,9999999999,2025-09-21,750000,45,Active,stable,phone shared by two outlets
CEADLR000095,CEA-66812,Sree Meena Tyres,Manoj Naidu,dealer,Distributor,,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,372502,Industrial,SR054,AP-East-8,37TOYBKEP2811Z8,6288376874,2023-02-01,3500000,0,Active,declining,phone shared by two outlets
CEADLR000096,CEA-88074,Kaveri Karthik Chemicals,Bala Khan,dealer,CEAT Shoppe,,Tamil Nadu,Tamil Nadu,Madurai,Madurai,331424,Tier2,SR131,TN-West-7,33PNM5GFK7EW1Z3,6204693522,2021-05-30,750000,15,Active,stable,
CEADLR000097,CEA-92608,Royal Chandra Tyres & Co,Sanjay Shetty,dealer,CEAT Shoppe,,KERALA,Kerala,Kollam,Kollam,323751,Agri belt,SR004,KL-Central-7,32ITFQKD2BFJ1Z4,9378373649,2018-02-26,5000000,0,Active,declining,
CEADLR000098,CEA-72544,Lucky Kavya Tyres,Sanjay Reddy,dealer,Rural sub dealer,,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,378985,Construction,SR101,AP-West-3,37SET3YUXQHR1Z6,6155906902,2024-07-10,250000,15,Active,new,territory changed FY25
